column
3302.43039
3459.857774
3170.177032
3289.141751
3256.579113
3451.403063
3497.968382
3266.802988
3318.029088
3344.248504
3400.522875
3348.214022
3605.063444
3463.566204
3705.988591
3576.782601
3582.655036
3506.115314
3754.857771
3905.050817
3936.448209

18.62150785
19.49377593
22.58863481
17.46137747
20.85440069
19.61038135
18.3793843
17.90243111
20.25490799
20.11863224
20.69944985
20.19086885
19.58666302
21.47237136
18.85775002
21.46717141
21.92755714
16.76689857
20.09828663
18.77454664
17.13188183
